# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 17 13:39:03 2026
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%Transit%'
# CONSTRAINT:  and disc_year = 2026
# CONSTRAINT:  and soltype like '%confirmed%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-6677 b,TOI-6677,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.45060661625,,5.83507112,0.52057107,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,6572.28,1.571670,,,,4.111900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m53.26s,290.4719117,-46d52m29.85s,-46.8749591,340.52000000,10.7650000,9.8010000,10.7788000,2026-04-23,2026-03,2026-04-23
TOI-6692 b,TOI-6692,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BIERYLA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171..203B/abstract target=ref>Bieryla et al. 2026</a>,131.12500000000,0.5120000000,11.67975789,1.04200000,197.05361234,0.62000000,Mass,0.537000,,467.00,0,<a refstr=BIERYLA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171..203B/abstract target=ref>Bieryla et al. 2026</a>,,5890.00,1.385000,1.047000,-0.0080,[m/H],4.176000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h50m46.57s,312.6940436,-81d16m20.63s,-81.2723982,312.90300000,11.4340000,10.0340000,11.5826000,2026-02-12,2026-04,2026-02-12
TOI-6699 b,TOI-6699,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.32005926761,,2.32645266,0.20755256,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4705.10,0.753090,,,,4.566100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h08m16.70s,317.0695839,-63d15m01.80s,-63.2504996,85.84630000,11.5100000,8.8960000,11.0299000,2026-04-23,2026-03,2026-04-23
TOI-6707 b,TOI-6707,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,3.83479363758,,5.72673066,0.51090557,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,6289.49,1.582020,,,,4.157800,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h19m03.23s,109.7634707,-58d06m55.89s,-58.1155263,641.46700000,12.9300000,11.4340000,12.7475000,2026-04-23,2026-03,2026-04-23
TOI-6716 b,TOI-6716,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCOTT_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag070S/abstract target=ref>Scott et al. 2026</a>,4.71858980000,0.0319000000,0.98200000,0.08760000,,,,0.880000,4.4000,369.00,0,<a refstr=SCOTT_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag070S/abstract target=ref>Scott et al. 2026</a>,M4,3110.00,0.231000,0.223000,0.0000,[Fe/H],5.060000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h26m37.70s,111.6570820,-30d33m07.85s,-30.5521801,18.88730000,14.8000000,9.1960000,13.1269000,2026-02-05,2026-03,2026-02-05
TOI-6954 b,TOI-6954,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,4.02074127419,,3.63524486,0.32431538,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5170.87,0.947112,,,,4.486300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h13m17.77s,168.3240591,-02d47m15.95s,-2.7877643,190.04200000,12.2620000,10.1720000,11.9906000,2026-04-23,2026-03,2026-04-23
TOI-697 b,TOI-697,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,8.60788713593,,2.35859364,0.21041999,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5681.95,0.968149,,,,4.498900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h38m49.01s,69.7042208,-36d40m52.77s,-36.6813257,93.77140000,10.0040000,8.2440000,9.8273000,2026-04-23,2026-03,2026-04-23
TOI-7008 b,TOI-7008,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,0.84069041367,,4.94735276,0.44137401,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5116.06,0.952550,,,,4.473100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h27m57.18s,216.9882531,+79d27m01.43s,79.4503960,410.46700000,13.6000000,11.6860000,13.4518000,2026-04-23,2026-03,2026-04-23
TOI-7009 b,TOI-7009,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MORELLO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..176M/abstract target=ref>Morello et al. 2026</a>,2.32066120000,0.0287000000,3.71000000,0.33098460,,,,,,872.00,0,<a refstr=MORELLO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..176M/abstract target=ref>Morello et al. 2026</a>,,4080.00,0.564000,0.583000,-0.1100,[Fe/H],4.630000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h58m03.15s,299.5131334,+55d39m03.70s,55.6510291,184.12000000,14.1610000,11.0050000,13.7151000,2026-02-26,2026-01,2026-02-26
TOI-7155 b,TOI-7155,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,3.89489711981,,2.40821473,0.21484690,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4673.03,0.670748,,,,4.613300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h49m46.91s,12.4454481,+79d17m16.28s,79.2878555,144.75100000,12.7580000,10.3000000,12.4844000,2026-04-23,2026-03,2026-04-23
TOI-7333 b,TOI-7333,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,6.26449803661,,2.09469416,0.18687642,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4586.87,0.666066,,,,4.645100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h14m07.67s,243.5319622,+75d54m59.87s,75.9166315,157.21700000,13.1020000,10.4720000,12.8288000,2026-04-23,2026-03,2026-04-23
TOI-7384 b,TOI-7384,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCOTT_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag070S/abstract target=ref>Scott et al. 2026</a>,6.23402580000,0.0439000000,3.56000000,0.31800000,,,,0.400000,4.9000,378.00,0,<a refstr=SCOTT_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag070S/abstract target=ref>Scott et al. 2026</a>,M4,3185.00,0.319000,0.318000,0.0000,[Fe/H],4.930000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h32m24.76s,83.1031834,-39d50m03.30s,-39.8342501,66.79020000,16.7040000,11.0960000,15.0456000,2026-02-05,2026-03,2026-02-05
TOI-799 b,TOI-799,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.54519139676,,2.06631784,0.18434485,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5662.81,0.915519,,,,4.525200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h33m52.59s,98.4691249,-52d27m37.06s,-52.4602958,158.52600000,11.1950000,9.5410000,11.0556000,2026-04-23,2026-03,2026-04-23
TOI-808 b,TOI-808,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,9.73944854026,,2.20344362,0.19657841,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5078.20,0.833198,,,,4.506900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h54m59.65s,133.7485497,-44d17m19.07s,-44.2886304,98.18480000,10.7290000,8.8060000,10.6033000,2026-04-23,2026-03,2026-04-23
TOI-883 b,TOI-883,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,10.05771848538,,7.17166228,0.63981396,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5713.15,1.014770,,,,4.432100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h53m28.57s,103.3690609,-06d30m28.21s,-6.5078349,102.63700000,9.9570000,8.3700000,9.8278700,2026-04-23,2026-03,2026-04-23
TOI-921 b,TOI-921,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.12871907628,,3.53409617,0.31529149,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,6011.66,1.141650,,,,4.344700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h38m41.81s,99.6742038,-56d13m13.94s,-56.2205396,294.01500000,11.8130000,10.4270000,11.6335000,2026-04-23,2026-03,2026-04-23
TOI-929 b,TOI-929,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.83015366944,,2.68983343,0.23997128,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4457.16,0.717414,,,,4.586500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h03m37.72s,45.9071657,-39d55m50.79s,-39.9307758,114.42100000,12.4890000,9.7160000,12.1394000,2026-04-23,2026-03,2026-04-23
TOI-938 b,TOI-938,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,8.80733882211,,4.82401567,0.43037059,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5829.42,0.985134,,,,4.386300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h12m07.76s,63.0323442,-12d07m07.81s,-12.1188357,215.03400000,11.3890000,9.9480000,11.2586000,2026-04-23,2026-03,2026-04-23
TOI-941 b,TOI-941,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,8.51460888787,,6.51165317,0.58093179,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5745.88,1.184900,,,,4.260700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h13m12.13s,78.3005249,+06d32m45.29s,6.5459146,263.38600000,11.4560000,10.0420000,11.4400000,2026-04-23,2026-03,2026-04-23
